id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates,date
1520319634800627713,قال أبو الدرداء رضي الله عنه : لا يكون تقياً حتى يكون عالماً ولن يكون بالعلم جميلاً حتى يكون به عاملاً .,2022-04-30T08:30:21+00:00,ar,twitter,حجي اسكندر بانكي,@AskandarBanki,أنا مسلم مسالم مع الجميع ... أرفض البذاءة في الحوار,2018-07-26T20:19:39+00:00,846,1240,4619,76264,Iraq,IQ,,,,"33.0, 44.0",2022-04-30
1519998034007969792,"هواي عدنا فنانات ومودلات وفاشينيستات وشعراء شعبيين . شني شبيه البلد طاگه أسهال  ؟ 

#شني_هاي",2022-04-29T11:12:26+00:00,ar,twitter,كلكامش🍂🇮🇶,@kalkamish44,نـاشـط مدني عـراقـي أي طباخ يستطيع ادارة البلاد . أنا لا أهتم بالسياسة قدر اهتمامي بالعدالة( تشرين فكر والفكر لا يموت ) -𒂼𒄄-,2021-10-18T19:39:29+00:00,3495,726,15019,51476,Iraq,IQ,,,,"33.0, 44.0",2022-04-29
1519798962584272897,"@alialjabiri من يدّعي أن القوة تتعارض مع الحنان والعذوبة…فهذان الصورتان ترد عليه
{وحنانا من لدنا وزكاة وكان تقيا}
מורטזה אל עיראקי https://t.co/RJXydw19dX",2022-04-28T22:01:23+00:00,ar,twitter,ابو علي,@mthm23448202,حسين ناظم,2022-04-15T20:02:24+00:00,443,659,2790,2115,Iraq,IQ,,,,"33.0, 44.0",2022-04-28
1519434565026291712,@samer1987123 @Riva197zu صوته وحده كافي يسوي اسهال,2022-04-27T21:53:24+00:00,ar,twitter,أنس عبد الرحمن,@anasanas1978,"الإنسان فكرة..

مدير قسم الأخبار في قناة سامراء/
مقدم برامج/شاعر",2021-04-28T19:02:18+00:00,4746,410,3692,18180,Iraq,IQ,,,,"33.0, 44.0",2022-04-27
1519287029430992897,"عجبك الشغل 
گال عمي انتو ما تسحتون ماعدكم مخافه الله ماعدكم ناموس 
گلتله خير عمي شصاير 
گال عمي ب ١٢ بليل بارحه ٣٠ نفر كلهم اسهال ومغص 
هذا الصاج مال چلاب مال مطايه.. العصر ترحعلي فلوسي ماكو اشتكي عليك…گلتله ليش العصر هسه مرلي عمي بس  خلصني…بعدها ب اسبوع صارت ازمه كوورن..اوكلشي",2022-04-27T12:07:09+00:00,ar,twitter,ABDULLAH AL_BAYATI,@AbdallahAlbayat,"From/IQ.
Doctor💉http://M.B.CH.B💉💊 graduated from Baghdad Medical University🎓
“If the plan doesn’t work, change the plan, but never the goal.”",2020-06-10T09:55:00+00:00,12117,265,23531,25283,United States,US,,,,"39.76, -98.5",2022-04-27
1519247703989002240,انت عود المثقف شويه بالتيار وتظلل الجمهور هذا يتكلم بلسانكم الباطل اللي يتهم الناس ماعدكم غير التسقيط وكأنه شغلكم الشاغل هو هذا السيد شنو شغله بالحكومة اشو الحكومة كلها الكم بعد ليش هالضحك على الذقون عيب عليكم بعدين نوابكم شبيهم انبلع لسانهم واعلامكم ٢٠ تغريدة بالساعة اسهال فكري https://t.co/B1yQrDpDkw,2022-04-27T09:30:53+00:00,ar,twitter,༻ ذٌوُاتـــا أفُنٌـــــــان࿐ ,@Afnan81_______,تبقىٰ الدُّروبُ تُردد الأسماءَ والأحلامَ ظِلا بَعد ظِل ... حَتّىٰ إذا مضَت الدُّهور ، تذكرتْ...اصواتهم وتراتيل عشقهم الريتويت لايمثلني,2020-04-17T15:09:19+00:00,11768,10210,146858,2717,Iraq,IQ,,,,"33.0, 44.0",2022-04-27
1519105975084630022,@EmadAlmusafir73 عنده اسهال فكري,2022-04-27T00:07:42+00:00,ar,twitter,عبــــاس العـــرداوي,@Al_ardwi,عضو نقابة الصحفيين العراقيين *مستشار اعلامي *   كل ما أطرحه من آراء هي تعبر وجهة نظر شخصية مبنية على ما اعتقد به من  جهاد التبين امام حالة الجهل والتضليل .,2019-04-23T14:11:38+00:00,48448,961,3703,6202,Iraq,IQ,,,,"33.0, 44.0",2022-04-27
1519098775112978434,@Hber_iq @EmadAlmusafir73 دكتور صار عنده هذا اسهال فكري 😂,2022-04-26T23:39:06+00:00,ar,twitter,༻ ذٌوُاتـــا أفُنٌـــــــان࿐ ,@Afnan81_______,تبقىٰ الدُّروبُ تُردد الأسماءَ والأحلامَ ظِلا بَعد ظِل ... حَتّىٰ إذا مضَت الدُّهور ، تذكرتْ...اصواتهم وتراتيل عشقهم الريتويت لايمثلني,2020-04-17T15:09:19+00:00,11768,10210,146858,2717,Iraq,IQ,,,,"33.0, 44.0",2022-04-26
1519027512818507776,@11Kmx1 إسهال خالد ماكو حل ؟,2022-04-26T18:55:55+00:00,ar,twitter,َ,@alii_sr4,#RMD #SR4,2019-12-13T17:43:24+00:00,3182,285,83857,4180,Iraq,IQ,Al Başrah,Al Başrah,,"30.53302, 47.79747",2022-04-26
1518995273317556224,@3dnan_RMA @realmadrid اني جاني إسهال,2022-04-26T16:47:49+00:00,ar,twitter,َ,@alii_sr4,#RMD #SR4,2019-12-13T17:43:24+00:00,3182,285,83857,4180,Iraq,IQ,Al Başrah,Al Başrah,,"30.53302, 47.79747",2022-04-26
1518938314270724097,"همسة المساء
يقول المفكر دعبدالله النفيسي
ايران تكره العرب كما اسرائيل تكره المحيط العربي
ولذلك تحزم ايران بالفردوسي كتاب الشاه نامه كتاب القوميه الفارسيه هذا الكتاب لو تقرؤونه ممكن يسبب لكم القيء لانه يصف
العربي بأشنع الاوصاف يصفه بالوسخ المتسخ آكل الجراد حتى الكلب افضل منه https://t.co/Hw8IZBPpYL",2022-04-26T13:01:29+00:00,ar,twitter,علي المخيبر,@almkhyber,شخصية مؤثرة على مواقع التواصل الاجتماعي,2012-06-11T08:26:17+00:00,1881,1974,9761,1979,Iraq,IQ,,,,"33.0, 44.0",2022-04-26
1518917489714991111,"جامع العبدال في مدينة الموصل من المساجد التاريخية، وسمي بجامع الحاج عبدال نسبتاً الى (أبدال) بن مصطفى الشافعي الموصلي ،تاجر من محبي الخير والعلم، وكان أديباً تقياً لهُ مآثر ومنجزات في الموصل ومنها بناؤه الجامع والمدرسة العبدالية، انشأ الجامع عام 1080هـ/1669م
#photography #photo https://t.co/dQ3JuGhiiS",2022-04-26T11:38:44+00:00,ar,twitter,بشارالصوفي🇮🇶_bashar_art@,@bashar_art_,"رسام ومصور وموثق لكل ما يخص مدينتي الموصل ومغامر مستكشف لخبايا  جمال مدينتي الموصل
Mosul - IRAQ 
A painter and 
photographer
📷🧢🚶
@bashar_art_ ⬅️ Instagram",2019-12-06T00:41:45+00:00,241,461,1602,7287,Iraq,IQ,,,,"33.0, 44.0",2022-04-26
1518865594862510080,امساك سياسي وعسر هضم وانتفاخ بالبطن صارله 7 أشهر، بالنهاية راح يجيبوله حبوب إقليمية حتى يصير إسهال، ويسهّل عليهم.. ويسوونها ع الشعب !,2022-04-26T08:12:31+00:00,ar,twitter,Ahmed Saadawi - أحمد سعداوي,@saadawi_a,"Ahmed Saadawi, an Iraqi novelist",2014-02-26T17:59:00+00:00,56660,312,7476,10544,Iraq,IQ,Baghdad,Mayorality of Baghdad,,"33.34058, 44.40088",2022-04-26
1518765531154767873,@superzainab 😄 امساك ولا اسهال😂 ولو ثنينهن ما ينرادن 🤣,2022-04-26T01:34:54+00:00,ar,twitter,zain,@zainala49245126,انسان اولا ومسلم ثانيا,2019-12-13T10:12:17+00:00,1222,1304,19910,106690,Iraq,IQ,Baghdad,Mayorality of Baghdad,,"33.34058, 44.40088",2022-04-26
1518744697312796672,"اللهم قلباً تقياً نقياً طاهراً يخشاك سراً وعلانيه
واسكب في هذا القلب سكينةً لا يقلق بعدها أبدًا، و طمئنة مثلما يفعل الفجر في صدور المتعبين، آمين",2022-04-26T00:12:07+00:00,ar,twitter,مصطفى ماجد,@MustafaaMajid,مهندس حاسبات طالب اعلام مونتير (Editor) -جرافيك (Graphic) مصمم (designer) التصوير (Photography) مخرج(Director) (تلفزيوني / سينمائي),2019-11-19T23:09:51+00:00,71,538,119,88,Iraq,IQ,,,,"33.0, 44.0",2022-04-26
1518723651608141824,"اللهم قلباً سليماً عفيفاً تقياً نقياً يخشاك سراً وعلانية .

#مظاهرات_خريجي_الصحه_قادمه",2022-04-25T22:48:29+00:00,ar,twitter,Ahlam Albadry 🍫,@a97d_2,"http://B.SC.N*
2021",2021-12-04T22:40:43+00:00,103,92,4177,1435,Iraq,IQ,,,,"33.0, 44.0",2022-04-25
1518555310134378496,تقيا /نقيا,2022-04-25T11:39:33+00:00,ar,twitter,🇮🇶Noor Hamadi,@noorHamadi2022,جميلة أنت.. كصوت مفاتيح تقترب من زنزانة سجين بريء ! 💙 🇮🇶✌🏻الولاء المطلق يعني أنعدام الوعي…. جورج اورويل,2020-08-02T00:30:36+00:00,6114,4097,15553,14365,Iraq,IQ,,,,"33.0, 44.0",2022-04-25
1518553312773169152,"اللهم إني احببت عبدا من عبادك
وانت وحدك من احببتني فيه ❤️
اللهم اكتب له سعادة لا تغيب 
وقلبًا لا يحزن  وعينا لا تدمع 
واجعله لي سندا صالحا 
لا يميل ولا يمل 
وفيا للعهد تقيا
واني يا الله احببته بقدر لا يعلمه الا انت واني اريده ولا اريد  العوض في غيره 
فأحفظه لي اينما كان 🙏",2022-04-25T11:31:37+00:00,ar,twitter,🇮🇶Noor Hamadi,@noorHamadi2022,جميلة أنت.. كصوت مفاتيح تقترب من زنزانة سجين بريء ! 💙 🇮🇶✌🏻الولاء المطلق يعني أنعدام الوعي…. جورج اورويل,2020-08-02T00:30:36+00:00,6114,4097,15553,14365,Iraq,IQ,,,,"33.0, 44.0",2022-04-25
1518383813029769216,"🔴#عاااجــل..هاااام...
وزارة الصحة : تدق ناقوس الخطر بعد انتشار الحمى النزفية وتسجيل اكثر من( 14) حالة في عموم البلاد ،
🔺أعراض الإصابة بالحمى النزفية؟
 • الحمى.
 • التعب.
 • الضعف العام.
 • آلام العضلات والعظام والمفاصل.
 • الغثيان.
 • القيء.
 • الإسهال.",2022-04-25T00:18:05+00:00,ar,twitter,ᴍᴜѕᴛᴀғᴀ ᴘᴀѕʜᴀ,@M_H662,من العشق تتعلمُ الروح ألف نوع من الأدب ، الأدب الذي يعلّمُها كيف تتحرّر من الطمع والطلب .#M,2017-10-22T07:42:30+00:00,2953,56,130945,6347,Iraq,IQ,,,,"33.0, 44.0",2022-04-25
1518095682841677824,@9bcl_ @AbdullahKoder من هم ربعنه ما ادري وزير الشباب و رئيس الوزراء أليسوا مسؤولين عن هذا. حتى الذي عنده اسهال هم ايران مسؤولة و شنو فايدة ايران من الامر.,2022-04-24T05:13:10+00:00,ar,twitter,د علاء الساعدي,@MyId95450084,دكتوراه هندسة ميكانيكية - جامعة البصرة,2022-01-13T14:03:03+00:00,14,62,627,30,Iraq,IQ,,,,"33.0, 44.0",2022-04-24
1517661370929537025,"اللهم قلباً سليماً عفيفاً تقياً نقياً يخشاك سراً وعلانية .
#استثناء_حق_خريجي_الصحه",2022-04-23T00:27:22+00:00,ar,twitter,Ahlam Albadry 🍫,@a97d_2,"http://B.SC.N*
2021",2021-12-04T22:40:43+00:00,103,92,4177,1435,Iraq,IQ,,,,"33.0, 44.0",2022-04-23
1517498155629223936,@a_____5d @eisaldeen انت اذا يصعد عندك الضغط لو يصير عندك اسهال  تروح للطبيب ..  لو تصعد للحلة وتروح لشريفة,2022-04-22T13:38:48+00:00,ar,twitter,prince,@H25102019,,2009-12-19T20:22:59+00:00,16,198,2542,12,Iraq,IQ,,,,"33.0, 44.0",2022-04-22
1517388494640926720,اللهم قلباً عفيفاً نقياً تقياً يخشاك سِراً وعلانية.,2022-04-22T06:23:03+00:00,ar,twitter,عائشـه,@uuii8890,"""حسبنا الله سيؤتينا الله من فضله إنا إلى الله راغبون""",2020-10-30T04:25:35+00:00,50,1749,14640,3416,,,,,,,2022-04-22
1517094231126458370,"ويذكر أن عبدالرحمن بن ملجم كان تقياً زاهداً صالحاً وحافظ للقرآن وهو نفسه الذي قال 
والله لقد شحذت سيفى (أربعين يوماً) وأغرقته فى السم (أربعين يوماً) وسألت الله أن أقتل بهذا السيف شر الناس .
فقتل به علياً عليه السلام !!",2022-04-21T10:53:45+00:00,ar,twitter,عماد المسافر,@EmadAlmusafir73,محلل سياسي,2015-08-21T10:13:28+00:00,63715,5793,9846,50841,Iraq,IQ,,,,"33.0, 44.0",2022-04-21
1516621078248013833,اللهم قلباً سليماً عفيفاً تقياً نقياً يخشاك سراً وعلانية .,2022-04-20T03:33:37+00:00,ar,twitter,Muntasser Kamal,@kamal_muntasser,"Legal Officer أنا أُفكر إذاً أنا موجود  ... ماجستيرفي القانون الجنائي و حقوقي مشاور قانوني
 Master's Student in Criminal Law and Legal  consultant 🇮🇶🙏⚖",2018-11-22T21:49:44+00:00,74,1186,4591,7590,Iraq,IQ,,,,"33.0, 44.0",2022-04-20
1516569970607542278,"@uu55__ @Mhkmt22 ابن قسمة مشتاقين اشو ماكو؟؟؟
خو ما مشكل عندك اسهال؟؟
خلي زنوبه وعلي ابو التيوس يكثرولك حفاظات….",2022-04-20T00:10:32+00:00,ar,twitter,H.Q,@HQ00101,(آلُــُقُــُيُــُآډة آلُـ‘ـُعُـ ـُآمُــُة) ماادور لايكات ولا متابعين . لاتتحدى انساناً ليس لدية مايخسرة!,2020-08-09T13:22:48+00:00,841,0,5352,5007,Turkey,TR,,Istanbul,,"41.03508, 28.98331",2022-04-20
1516507774120824836,@ManUtd_AR يعني ..بالاضافة الى النادي السيء الى حد القيء ..المعلق المقرف ..عند سماعه تعتقد ان هناك خطبة للجمعة ..القرف ...,2022-04-19T20:03:23+00:00,ar,twitter,salaam..⁦⁦🇮🇶⁩,@smijbl,‏‏اتمنى على الجميع ان يتركوا الطائفية جانبا لنكون اولا من بني البشر ..انت سني وانا شيعي ..ولكن نحن خلقنا الله من طينة واحدة وقد فضلنا الله على الملائكة,2011-02-25T10:42:11+00:00,832,5035,13147,1969,Iraq,IQ,,,,"33.0, 44.0",2022-04-19
1516237837938667523,@iraq0120 @drSAlsadoun بس لايصير عندك إسهال من هول الصدمة 🤣,2022-04-19T02:10:45+00:00,ar,twitter,Saddam1937,@9dam18,اللهمّ لا تحرمني سعة رحمتك، وسبوغ نعمتك، وشمول عافيتك، وجزيل عطائك، ولا تجازني بقبيح عملي، ولا تصرف وجهك الكريم عنّي برحمتك يا أرحم الرّاحمين,2014-01-15T18:10:51+00:00,35,50,292,518,,,,,,,2022-04-19
1516021197594636293,"فعلاً عشق الشهادة كعشق الحسين و الحمدلله الذي جعلنا نسري علا خطاه و عشقنا الشهادة 
كان تقيا صادقا مجاهدا زاهدا مؤمنا صابرا

رضوان الله تعالي علي شهدائنا الابرار الاطهار https://t.co/sFSRkGr1dw",2022-04-18T11:49:54+00:00,ar,twitter,آل حبيب,@313mahdi96,,2022-02-28T01:08:27+00:00,176,126,1524,1928,Iraq,IQ,,,,"33.0, 44.0",2022-04-18
1515816092131893256,"🎙عصام الشوالي: 🚨🚨

وصلني خبر الآن إن غوارديولا وجمهور سبوتفاي برشلونه لديهم اسهال وقلقون من روح ريال مدريد.🔥🔥🔥❤️ https://t.co/1myOfdtzXM",2022-04-17T22:14:53+00:00,ar,twitter,Raeid Madrid RM 35 🏆14🇮🇶,@raeid20042004,"دعهم يحآولون فـ المحآوله امامك شرف .. بالقابك لن يتعدوك .. بمجدك لن يتحدوك .. بأسمائك سيذكروك .. محليا لن يعبروك 
عالميا لن يجادلوك .. ياريال مدريد..",2013-02-11T06:38:48+00:00,377,256,17014,2226,Iraq,IQ,,,,"33.0, 44.0",2022-04-17
1515804655112138764,الريال  أصبح لديهم عادة سيئة ،، وهي أنهم يجعلونك تسهر ثم تسهر ثم يرسلونك للنوم خائبا مع حالة اسهال شديدة🔥🔥❤️😉 https://t.co/FrMaE5J9Ku,2022-04-17T21:29:26+00:00,ar,twitter,Raeid Madrid RM 35 🏆14🇮🇶,@raeid20042004,"دعهم يحآولون فـ المحآوله امامك شرف .. بالقابك لن يتعدوك .. بمجدك لن يتحدوك .. بأسمائك سيذكروك .. محليا لن يعبروك 
عالميا لن يجادلوك .. ياريال مدريد..",2013-02-11T06:38:48+00:00,377,256,17014,2226,Iraq,IQ,,,,"33.0, 44.0",2022-04-17
1515802230040977411,{تِلْكَ الْجَنَّةُ الَّتِي نُورِثُ مِنْ عِبَادِنَا مَن كَانَ تَقِيًّا},2022-04-17T21:19:48+00:00,ar,twitter,ادعيه واذكار,@dueaZakar,{اذْكُرُوا اللَّهَ ذِكْرًا كَثِيرًا},2017-09-30T20:26:20+00:00,34993,1543,95172,20690,Iraq,IQ,,,,"33.0, 44.0",2022-04-17
1515762883321290755,"#موقف_وتأمل..!! 
يصير اخذ هذا العلاج دكتور و استمر عليه ؟
اختي ليش ماخذته اصلا هذا العلاج ؟ وشكد صارلج عليه ؟
دكتور مو راسلت بيج بالفيسبوك ردت منحف ودزولياه !!!!
بس هو تعبني لان كلما أخذه اصير اسهال يمكن هو هيج يشتغل !!!!
يمعودة هذا ملين !!! مسهل !!!! مو منحف يا ناااس !!!!! https://t.co/R9svrZURRX",2022-04-17T18:43:27+00:00,ar,twitter,صباح العراقي 🌹🕊,@sabah_aliraqi,"شغوف وعطوف املك روح الدعابه ابالغ في النصيحه اصرف في المودة.. 🌹🕊

وزارة الصحة العراقية 🩺🔬",2021-06-29T07:00:21+00:00,651,671,13810,20775,Iraq,IQ,,,,"33.0, 44.0",2022-04-17
1515618574622248960,@Joy_8m شوف هو من مات كلها صارت ابطال براسه وطلعوا معارضي للحكم مالته. وهو غيرهم اذا طلع بالتلفزيون يصير بي اسهال تلات ايام 🤣,2022-04-17T09:10:01+00:00,ar,twitter,Muhammed Yusuf,@AhmedD1990,Aircraft Engineer@Iraq,2011-09-24T15:54:00+00:00,63,335,1842,6549,Iraq,IQ,,,,"33.0, 44.0",2022-04-17
1515286610841120775,تسونامي إسهال سياسي https://t.co/ytzsogQKer,2022-04-16T11:10:55+00:00,ar,twitter,Nezar Mhawi | نزار حسين مهاوي,@Nezar_Mhawi,"From the rounded city, Baghdad",2010-04-02T15:35:03+00:00,624,312,2296,1985,Iraq,IQ,,,,"33.0, 44.0",2022-04-16
1514306836282937353,- اللهم قلباً سليماً عفيفاً تقياً نقياً يخشاك سراً وعلانية.,2022-04-13T18:17:38+00:00,ar,twitter,Dreamer,@ph_zahraashahab,Pharmacy Student,2020-01-01T12:23:50+00:00,1816,169,7100,411389,Iraq,IQ,,,,"33.0, 44.0",2022-04-13
1514013506680594440,@San_tom13 هو بقه شعور غير اسهال مزمن,2022-04-12T22:52:03+00:00,ar,twitter,🇮🇶 🅚🅐🅡🅡🅐🅡🇮🇶,@karrarRMFC,💕#Hala madrid ♥️,2020-11-22T10:23:50+00:00,14,243,1040,672,Iraq,IQ,,,,"33.0, 44.0",2022-04-12
1513996982603419652,@Sajad10A @San_tom13 😂😂😂هذا جان شعورنا، الركنيات جابتلنه اسهال,2022-04-12T21:46:24+00:00,ar,twitter,Shukur Saber,@Shukur_Saber,Senior Graphic Designer at http://www.haval.iq & Social media specialist at @radioalsalam,2013-10-25T13:52:53+00:00,642,2157,1546,1089,Iraq,IQ,,,,"33.0, 44.0",2022-04-12
1513550334093926407,@albayati71 @hannah_3691215 شبيه القيء منجذب إليه!,2022-04-11T16:11:34+00:00,ar,twitter,بِن الأعظميةIraqirevolutionary🇵🇸,@77777dij7la,"If you know, you know.
‏‏‏‏‏‏‏‏‎‎‎‎‎‎‎‎‎‎#SaveSheikhJarrah
‎‎‎‎‎‎‎‎‎‎#انقذوا_حي_الشيخ_جراح",2021-04-29T10:36:38+00:00,1461,284,13810,13079,Iraq,IQ,,,,"33.0, 44.0",2022-04-11
1513450441312550912,@ahmedalbasheer1 ع اساس انت متعلم عليهن .. هو انت تاكل كنتاكي بطنك تصير اسهال .. دعوفهن ع اساس ملحگ ع الزمن الجميل وكذا وزمن الخيرر والناس الطيبه ووووو دگعد همبله,2022-04-11T09:34:38+00:00,ar,twitter,ليون بغداد ⁦🇮🇶⁩,@ayyadbashar2,‏iraqi man . love Baghdad,2015-09-04T08:54:16+00:00,508,1405,5986,12778,Iraq,IQ,,,,"33.0, 44.0",2022-04-11
1513278936859516929,"كاعد واحد سكران فول فاول من حرك السايق اجاه لعبان النفس وحاول يفتح الجامه فما كدر ففرغ (تقيأ) على اللي كاعد كدامه ونزلها ترس على علباته فكام ايد ينظف علباته وايد بوكسات على السكران ويگله أبن .. وفوكاها شلغم
طبعا طبك السايق بعد ما السكران شبع بوكسات ونفك السكران من ايدين الصحية
⬇️",2022-04-10T22:13:08+00:00,ar,twitter,نعمة الركابي,@Nehma24,"مولاي وروحي في يده....
قد ضيعها ،سلمت يده",2014-01-15T17:48:48+00:00,673,504,17314,7239,Iraq,IQ,,,,"33.0, 44.0",2022-04-10
1513243051447177217,@ahmedalbasheer1 يصير اسهال ريس 😂,2022-04-10T19:50:32+00:00,ar,twitter,muo,@muo68596227,,2020-01-03T10:36:59+00:00,10,65,98,4942,Iraq,IQ,,,,"33.0, 44.0",2022-04-10
1513191869903249411,@IssamHussein19 تقيأ الشيطان من فمك @IssamHussein19,2022-04-10T16:27:10+00:00,ar,twitter,Ali alhady,@Q_96_J,- لازلـتُ احلم ولا زلـتُ أرسـل امنيـاتي للسمـاء,2020-01-05T23:05:13+00:00,142,302,828,3359,Iraq,IQ,,,,"33.0, 44.0",2022-04-10
1512989432802127876,"شعور النعاس هذا ازدواجي بشكل مهيب
هنا اخط واكتب دون الرجوع للوراء 
دون تفقد اخطائي ، دون تصحيح مفاهيم قد تصل بصورة خاطئة ، أشعر أن عقلي في اصفى مرحلة له منذ زمن طويل.فـ كل ما سيقال هو حقيقة مطلقة لا جدال فيها.
و للمرة الاولى اشعر ان تقيأ كلمات عشوائية سيفي بالغرض",2022-04-10T03:02:45+00:00,ar,twitter,Ali,@18a_mg,كاتب,2016-04-04T17:39:24+00:00,5,30,157,115,Iraq,IQ,,,,"33.0, 44.0",2022-04-10
1512528117306429442,@germackal @AlnuamyAmmar دينطيهة جرعة اسهال,2022-04-08T20:29:39+00:00,ar,twitter,MB. Hadi,@Mhwal1,,2017-08-12T08:54:47+00:00,223,659,2892,37901,Iraq,IQ,,,,"33.0, 44.0",2022-04-08
1512426215268925441,"الطماطة الايرانية الي راح تدخل للسوق خلال الايام القليلة القادمة معدلة وراثيا 
الايرانيين مخلين بيها جينات تستهدف الرفاق والرفيقات والدونية العارات وكل من يحمل جيناتهم البعثية 
بالمرحلة الاولى راح تكون الاعراض 
اسهال شديد
بعدين عقم https://t.co/b3PttghG0I",2022-04-08T13:44:43+00:00,ar,twitter,قنبر علي,@Qanbr89,السلام على الشهداء السعداء,2020-01-07T04:09:56+00:00,9769,6090,13176,39908,Iraq,IQ,Baghdad,Mayorality of Baghdad,,"33.34058, 44.40088",2022-04-08
1512322056725094402,@HassanA34104128 @mithal_al التبن غالي مايستحق هذا التبذير ، بعدين التبن يسوي اسهال,2022-04-08T06:50:50+00:00,ar,twitter,Mohseen Al-Budairi,@Muhseen11437719,انا عراقي هويتي شيعي اعبد الله وحده .اعشق الحشد المقدس والعراق,2020-01-17T16:54:53+00:00,381,0,342,1883,Iraq,IQ,,,,"33.0, 44.0",2022-04-08
